Source,Type,Target,Weight
Obama,undirected,Zakarias,1
Bang,undirected,Søren Ulrik Thomsen,1
Barnet,undirected,Kjeld Holm,1
Kjeld Holm,undirected,Stefanus,1
Hansen,undirected,Tage,1
Jonathan,undirected,Tage,1
Marianne Jelved,undirected,Mariæ,1
Elof Westergaard,undirected,Marie,1
Herren,undirected,Jørgensen,1
Helligånden,undirected,Noa,1
Andreas,undirected,Noa,2
Faderen,undirected,Sønnerne,1
Faderen,undirected,Tor Nørretranders,1
Jakob,undirected,Julie,2
Johannes Døberen,undirected,Martin A . Hansen,1
Jensen,undirected,Kristus,3
Einstein,undirected,Søren,1
Einstein,undirected,Kejseren,1
Kejseren,undirected,Kvirinius,1
Kejser Augustus,undirected,Rune,1
Herodes,undirected,Markus,1
Emil,undirected,Eva,2
Frederik,undirected,Signe,3
Jacob,undirected,Jens,1
Jacob,undirected,Kurt,2
Jacob,undirected,Kirsten,1
Jacobs,undirected,Kirsten,1
Steffen Brandt,undirected,Thomas,3
Johannes,undirected,Steffen Brandt,2
Benjamin,undirected,Jens,1
Esajas,undirected,Ingemann,1
Jean Valjean,undirected,Karl Ove Knausgaard,1
Hitler,undirected,Jean Valjean,1
Maria,undirected,Trille,1
Herren,undirected,Trille,1
Anne Sofie Seidelin,undirected,Søren Ulrik Thomsen,1
Lukas,undirected,Samuel,1
Martin Luthers,undirected,Niels,1
Grundtvig,undirected,Niels,2
Grundtvig,undirected,Mynster,2
Knud,undirected,Mynster,1
Grundtvig,undirected,Knud,1
Carl Nielsen,undirected,Grundtvig,4
Carl Nielsen,undirected,Johannes,1
Grundtvig,undirected,Thomas,4
Abraham,undirected,Emil,1
Klaus,undirected,Stefanus,2
Herodes,undirected,Stefan,9
Anne Sofie Seidelin,undirected,Stefanus,1
Johannes,undirected,Stefanus,2
Krist,undirected,Stefanus,2
H.C . Andersens,undirected,Moses,1
Caspar,undirected,Peter den,1
Kingo,undirected,Moses,1
Kingo,undirected,Salmisten,1
Ingemann,undirected,Jakob Knudsens,1
Johannes,undirected,Konstantin,1
Jesus,undirected,Konstantin,7
Jakob,undirected,Simon Peter,10
Johannes Møllehave,undirected,Storm,1
Johannes Møllehave,undirected,Storm P,1
Kain,undirected,Moses,1
Halfdan Rasmussen,undirected,Kain,2
Jobs,undirected,Kain,1
Jobs,undirected,Thomas,1
Gabriel,undirected,Thomas,1
Ejnar Mikkelsen,undirected,Gabriel,1
Ejnar Mikkelsen,undirected,Thomas,1
Luther,undirected,Sankt Peter,3
Lucia,undirected,Luther,1
Lucia,undirected,Michael,2
Signe,undirected,Villy Sørensen,2
Jobs,undirected,Villy Sørensen,1
Maria,undirected,Samaritaneren,1
Benny Andersen,undirected,Levi,2
Levi,undirected,Louise,1
Hansen,undirected,Louise,1
Hansen,undirected,Signe,2
Hansen,undirected,Konstantin,1
John,undirected,Pocahontas,5
Jesus,undirected,Pocahontas,1
Pocahontas,undirected,gartneren,2
James Bond,undirected,Pocahontas,2
John,undirected,Thomas,1
Pocahontas,undirected,Thomas,1
Benny Andersens,undirected,Poul,1
Løgstrup,undirected,Vinci,1
Arne Haugen Sørensen,undirected,Ezekiel,1
Arne Haugen Sørensen,undirected,Lisbeth Smedegaard Andersen,1
Esajas,undirected,Halfdan Rasmussen,1
Halfdan Rasmussen,undirected,Konfirmanderne,1
Jan Lindhardt,undirected,Nikolaj,1
Grundtvig,undirected,Konfirmanderne,1
Grundtvig,undirected,Rune,1
Frans,undirected,Luther,3
Frans,undirected,Maria,2
Davids,undirected,Luther,1
Knud,undirected,Maria,1
Adam,undirected,Knud,1
Peters,undirected,Tor Nørretranders,1
Peter Bastian,undirected,Peters,1
Marias,undirected,Tor Nørretranders,1
Djævelen,undirected,Grundtvig,8
Hansen,undirected,Moses,1
Muhammed,undirected,Peter,1
Johannes,undirected,Karl,3
Grundtvig,undirected,Karl,1
Ingemann,undirected,Martin A . Hansen,1
Abrahams,undirected,Thomas Kingo,5
Esajas,undirected,Thomas Kingo,1
Abraham,undirected,Kingo,1
Martha,undirected,Max,1
Maria,undirected,Max,2
Løgstrup,undirected,Moren,1
Emil,undirected,Per,1
Per,undirected,Peter Plys,1
Esajas,undirected,Peter Plys,1
Regine,undirected,Søren,16
Regine,undirected,Søren Kierkegaard,5
Anders And,undirected,Joakim,5
Alex,undirected,Anders,2
Joakim,undirected,Salomon,1
Gud,undirected,Pilatus,1
Farisæeren,undirected,Simon,3
Adam,undirected,Salmisten,1
Eva,undirected,Mesteren,1
Moses,undirected,Salomo,2
Judas,undirected,Martin A . Hansen,1
Digteren,undirected,Nielsen,1
Morten,undirected,Nielsen,1
Morten,undirected,Svend Brinkmann,1
Peter,undirected,Svend Brinkmann,1
Digteren,undirected,Peter,2
Farisæeren,undirected,Tolderen,11
Gud Herren,undirected,Lukas,1
Inger,undirected,Mikkel,1
Johannes,undirected,Mikkel,1
Faderen,undirected,Luther,2
Davids,undirected,Jesu,1
Martin Luther King,undirected,Samaritaneren,1
Aastrup,undirected,Kristus,7
Aastrup,undirected,Jesus Kristus,1
Peter,undirected,Pippi,6
Harry Potter,undirected,Kristus,1
Saulus,undirected,Stefan,4
Kristus,undirected,Stefan,2
Abrahams,undirected,Guds,2
Herodes,undirected,kejserens,6
Lucia,undirected,Zakarias,9
Alfred,undirected,Louise,1
Daniels,undirected,Louise,1
Agnes,undirected,Daniels,1
Agnes,undirected,Alfred,1
Martin Luther,undirected,Pastor Storm,1
Martin Luther,undirected,Sara,2
Aastrup,undirected,Freud,2
Harald Blåtand,undirected,Thor,3
Harald,undirected,Thor,2
Thor,undirected,munken,1
Harald,undirected,munken,1
Guds,undirected,Herren,2
Bang,undirected,Jesus Kristus,3
Piet Hein,undirected,Tage,1
Herren,undirected,Søren Ulrik Thomsen,1
Faust,undirected,Jesus,3
David,undirected,John Merrick,2
John,undirected,John Merrick,7
Herren,undirected,John Merrick,2
Bjarne,undirected,Lars Løkke,3
Aslan,undirected,Jonas,1
Carl Nielsen,undirected,Thomas,5
Carl Nielsen,undirected,Jesus,4
Kingo,undirected,Profeten,1
Amos,undirected,Kingo,3
Amos,undirected,Pave Frans,1
Kejseren,undirected,Kingo,1
Adam,undirected,Oliver,1
Oliver,undirected,Simeon,1
Karl Marx,undirected,Maria,1
Karl Marx,undirected,Marias,1
Marias,undirected,helle,1
Grundtvig,undirected,Lars Løkke,1
Ane Marie,undirected,Karen Blixen,1
Ane Marie,undirected,Marie,1
Karen Blixen,undirected,Marie,1
Augustin,undirected,Tage,1
Johannes,undirected,Profeten,2
Astrid,undirected,Maria,1
Karen,undirected,Marie,1
Marie,undirected,Trine,1
Karen,undirected,Trine,9
Ezekiel,undirected,Herren,2
Harry Potter,undirected,Paulus,1
Lukas,undirected,Samson,1
Jonas,undirected,Samson,1
Jonas,undirected,Josef,1
Englene,undirected,Kristus,1
Englene,undirected,Jesus Kristus,1
Jan Lindhardt,undirected,Jesus Kristus,2
Herren,undirected,Søren Brun,1
Herren,undirected,Nuser,1
Johannes,undirected,Lasse,1
Englen,undirected,Jesus Kristus,4
Jacob,undirected,Peter,5
Filip,undirected,Jesus Kristus,1
Paulus,undirected,Teresa,1
Jesus Kristus,undirected,Teresa,1
Jonas,undirected,Matthæus,3
Kristus,undirected,Pilatus,1
Jobs,undirected,Preben Kok,2
Johannes,undirected,Morten,2
Ane Marie,undirected,Tage,1
Christian,undirected,Thomas,1
Hansen,undirected,Thomas,1
Christian,undirected,Hansen,1
Christian,undirected,Michael,5
Justin Bieber,undirected,Messi,1
Judas,undirected,Levi,4
Jobs,undirected,Satan,18
Job,undirected,Satan,11
Farisæerne,undirected,Messias,1
Emma,undirected,Ham Jesus,1
Dronningen,undirected,Judas,2
Andreas,undirected,Kristus,2
Krist,undirected,Peter,1
Breivik,undirected,Paulus,3
Aristoteles,undirected,Omar,1
Aristoteles,undirected,Mariæ,1
Hyrderne,undirected,Vismændene,1
Johannes Døber,undirected,Josef,1
Augustus,undirected,Simeon,2
Johannes,undirected,Simeon,1
Kaj,undirected,Maria,1
Kaj,undirected,Paulus,1
Kaj,undirected,Simeon,1
Kingo,undirected,Lars Busk Sørensen,2
Johannes,undirected,Levi,1
Mads,undirected,Max,2
Haugen Sørensen,undirected,Mathilde,1
Olsen,undirected,Søren Kierkegaard,2
Olsen,undirected,Regine,1
Jesus,undirected,Regine,1
Regine,undirected,Søren Kierkegaards,1
Olsen,undirected,Søren Kierkegaards,1
Kejser Konstantin,undirected,Konstantin,9
Gud,undirected,Nikodemus,1
Engel,undirected,Jesus,4
Desmond Tutu,undirected,van Gogh,1
Emil,undirected,van Gogh,1
Ham Jesus,undirected,Jakobs,1
Ezekiel,undirected,Grundtvig,2
Englen,undirected,Simeon,2
Maria,undirected,Svend Brinkmann,1
Grundtvig,undirected,Niels Hausgaard,1
Grundtvigs,undirected,Hausgaard,1
Johannes Døber,undirected,Søren Kierkegaard,1
Egon,undirected,Niels Hausgaard,2
Davids,undirected,Jesus Kristus,7
Abrahams,undirected,Mattæus,1
Løgstrup,undirected,Ole,1
Luther,undirected,Muhammed,1
Augustus,undirected,Herren,1
Kirkegaard,undirected,Svend Brinkmann,1
Kierkegaard,undirected,Kirkegaard,3
Jesus,undirected,Kirkegaard,4
Jesus,undirected,Søren Huss,3
Nielsen,undirected,Paulus,1
Kirkefaderen Augustin,undirected,Paulus,2
Kristus,undirected,Pippi Langstrømpe,2
Filip,undirected,Simon Peter,7
Gud,undirected,Isak,1
Abraham,undirected,Gud,4
Abel,undirected,Kim Jong,1
Abel,undirected,Noah,2
Johannes Døberen,undirected,Svend Brinkmann,3
Døberen,undirected,Johannes Døberens,4
Farisæeren,undirected,Ham Jesus,1
Jakobs,undirected,Margrethe,1
Kejser Augustus,undirected,Lucia,1
Davids,undirected,Marias,2
Herodes,undirected,Johannes Døber,1
Luther,undirected,popper,1
Martin Luther,undirected,popper,1
Abrahams,undirected,Hagar,6
Ismael,undirected,Sara,3
Esau,undirected,Sara,1
Anders,undirected,Lars Løkke,1
Anders,undirected,Søren,2
Stefanus,undirected,Victor,1
Isak,undirected,Jacob,1
Esau,undirected,Jacobs,1
Immanuel,undirected,Josefs,1
Jobs,undirected,Lewis,1
Guds,undirected,Magnus Malm,1
Kristus,undirected,Magnus Malm,4
Kristus,undirected,Lewis,15
Jesus Kristus,undirected,Lewis,5
Bonhoeffer,undirected,Paulus,1
Magnus Malm,undirected,Paulus,3
George,undirected,Paulus,1
George,undirected,Poppo,1
Dietrich Bonhoeffer,undirected,Poppo,1
Marianne,undirected,Peter,1
Dietrich Bonhoeffer,undirected,Lewis,1
Farao,undirected,Kristus,2
Hitler,undirected,Lazarus,4
Lazarus,undirected,Osama Bin Laden,2
CS Lewis,undirected,Paulus,2
Herren,undirected,Lewis,2
Herren,undirected,Kirkefaderen Augustin,3
Alexander,undirected,munken,2
Augustin,undirected,Kristus,9
Hansen,undirected,Thorvaldsen,2
Markus,undirected,Pilatus,1
Grace,undirected,Jesus,7
H.C . Andersen,undirected,Jesus,13
Karl,undirected,Paulus,1
Karl,undirected,Kristus,2
Dietrich Bonhoeffer,undirected,Paulus,7
Kaj,undirected,Peter,1
Hansen,undirected,Kaj,1
Hansen,undirected,Peters,1
Bang,undirected,Harry Potter,1
Harry Potter,undirected,Hitler,1
Daniel,undirected,Hitler,2
Daniels,undirected,Zeus,2
Johannes,undirected,Stefan,17
Johannes,undirected,Stefans,4
Anne,undirected,Mette,3
Desmond Tutu,undirected,Mette,3
Faderen,undirected,Jesu,2
Konstantin,undirected,Kristus,1
Kaj Munk,undirected,Peter,2
Kristus,undirected,Lisbeth,1
Jacob,undirected,Lisbeth,6
Jacob,undirected,Silas,2
Paulus,undirected,Storm,2
Bonhoeffer,undirected,Mother Theresa,1
Aslan,undirected,Kain,1
Kain,undirected,Siger Jesus,4
Ham Jesus,undirected,Lewis,1
Dietrich Bonhoeffer,undirected,Djævelen,2
Dietrich Bonhoeffer,undirected,Rasmus,1
Herren Jesus,undirected,Storm P,1
CS Lewis,undirected,Kristus,1
Ludvig,undirected,Maria,1
Augustus,undirected,Josefine,1
Jesus Kristus,undirected,Josefs,2
Augustin,undirected,Johannes,2
Johannes,undirected,Ludvig,2
Faderen,undirected,Menneskesøn,3
Kristus,undirected,Menneskesøn,3
Faderen,undirected,Stefanus,3
Frankl,undirected,Viktor,1
Bill Hybels,undirected,Henri Nouwen,2
Mother Theresa,undirected,Søren Kierkegaard,1
Kristus,undirected,Søren Ulrik Thomsen,2
George,undirected,Johannes Døbers,1
Johannes Døberen,undirected,Johannes Døbers,3
Bo,undirected,Paulus,1
Dietrich Bonhoeffer,undirected,Martin Luther,1
Dietrich Bonhoeffer,undirected,Faderen,1
Judas,undirected,munken,2
Jesus Kristus,undirected,Pippi Langstrømpe,1
Albert Einstein,undirected,Paulus,1
Halfdan Rasmussen,undirected,Kristus,1
Amanda,undirected,David,2
Lazarus,undirected,Lewis,1
Filip,undirected,Menneskesønnen,1
Filip,undirected,Kristus,3
Ham Jesus,undirected,Rabbi,2
Michael,undirected,gartneren,2
Kevin,undirected,Kristus,4
Kristus,undirected,Martin,2
Isak,undirected,Peter,1
Magnus Malm,undirected,Peter Lund Madsen,1
Margrethe,undirected,Peter Lund Madsen,1
Margrethe,undirected,Robert,1
Anders,undirected,Søren Kierkegaard,2
Anders,undirected,Henrik,1
Grethe,undirected,Kristus,1
H.C . Andersen,undirected,Vismændene,1
Anna,undirected,H.C . Andersen,3
Anna,undirected,Kristus,1
Henri Nouwen,undirected,Kristus,2
Faderen,undirected,Jeremias,2
Faderen,undirected,Henri Nouwen,1
Frans af Assisi,undirected,Paulus,1
Frans af Assisi,undirected,Moses,1
Markus,undirected,Villy Sørensen,1
Henrik,undirected,Villy Sørensen,1
Paulus,undirected,Pave Frans,1
Jakob,undirected,Magnus,3
Esau,undirected,Magnus,1
CS Lewis,undirected,Herren,1
Paulus,undirected,munken,1
Nelson Mandela,undirected,Peter Lund Madsen,2
Mandela,undirected,Peter Lund Madsen,2
Mandela,undirected,Paulus,2
Bruce,undirected,Herren,1
Kristus,undirected,Timothy Keller,2
Nietzsche,undirected,Timothy Keller,1
Nietzsche,undirected,Tim,1
Tim,undirected,Timothy Keller,1
Lewis,undirected,Timothy Keller,6
Lewis,undirected,Nietzsche,1
Jesus Kristus,undirected,Olsen,1
Egon,undirected,Herren,1
Maria,undirected,Nelson Mandela,3
Moses,undirected,Simon af Kyrene,9
Jesus Kristus,undirected,munken,1
Laurentius,undirected,munken,1
Jomfru Maria,undirected,Krist,1
Iben Krogsdal,undirected,Maria,1
Iben Krogsdal,undirected,Jesus Kristus,1
Ane Marie,undirected,Dietrich Bonhoeffer,2
Morten,undirected,Peter,1
Marta,undirected,Robert,1
Johannes V . Jensen,undirected,Robert,1
Johannes V . Jensen,undirected,Jørgensen,3
Esajas,undirected,Magnus Malm,2
Magnus Malm,undirected,Martin Luther,1
Guds,undirected,Johannes Døbers,1
Isis,undirected,Paulus,4
Jesus Kristus,undirected,Magnus Malm,1
Jesus Kristus,undirected,Timothy Keller,1
Lukas,undirected,Marta,2
Karl,undirected,Tomas Sjødin,8
Marta,undirected,Tomas Sjødin,2
Faderen,undirected,Mesteren,2
Maria,undirected,Mesteren,2
Mesteren,undirected,Siger Jesus,2
Benny Andersen,undirected,Jesu,1
Josefs,undirected,Mattæus,1
Kristus,undirected,Steen Skovsgaard,2
Dostojevskij,undirected,Steen Skovsgaard,3
Ingemann,undirected,Pontius Pilatus,1
Kejser Augustus,undirected,Pontius Pilatus,1
Josefine,undirected,Max,1
Jesus Kristus,undirected,Nikolaus,2
Jesus,undirected,Nikolaus,3
Anna,undirected,Zakarias,3
Rembrandt,undirected,Simeon,9
Faderen,undirected,Markus,1
Frans,undirected,Markus,1
Adam,undirected,Kirkefaderen Augustin,2
August,undirected,Kristus,1
August,undirected,Morten,1
Jesus Kristus,undirected,Morten,2
David,undirected,Markus,1
Charlotte Rørth,undirected,Jesus Kristus,1
Farao,undirected,Jesus Kristus,2
Esajas,undirected,Tage,1
Kim Larsen,undirected,Lazarus,1
Lazarus opvækkelse,undirected,Marta,1
Johannes Døberen,undirected,Morten,1
Anton,undirected,Julie,1
Anton,undirected,Kristus,1
Harry Potter,undirected,Herodes,1
Astrid Lindgren,undirected,Harry Potter,1
Faderen,undirected,Lukas,2
Philip Yancey,undirected,Sofie,1
Lazarus,undirected,Simon Peter,1
Disciplen Peter,undirected,Simon Peter,2
Lazarus,undirected,Maria Magdalene,1
Maria,undirected,Satan,3
Bang,undirected,Englen,1
Cecilia,undirected,Kristus,1
Anders,undirected,Cecilia,3
Maria,undirected,Rebekka,1
Anna,undirected,Margrethe,1
Annas,undirected,Jesus,1
Anna,undirected,Mathias,1
Mathias,undirected,Susan,1
Susan,undirected,Thomas,1
Anna,undirected,Thomas,1
Maria,undirected,Søren,1
Moses,undirected,Thomas,3
Moder Teresa,undirected,Moses,1
Eli,undirected,Lazarus,2
Esajas,undirected,Marie,1
Lazarus,undirected,Marie,3
Adam,undirected,Grethe,2
Grethe,undirected,Nielsen,1
Clinton,undirected,Kain,6
Clinton,undirected,Jakob,2
Kain,undirected,Peters,3
Clinton,undirected,Peters,1
Peter Plys,undirected,Rebekka,2
Peter Plys,undirected,Salmisten,1
Kain,undirected,Salmisten,1
Eva,undirected,Peter Plys,1
Lea,undirected,Lise,1
Davids,undirected,Lea,1
Peter,undirected,Simon Kvamm,3
Jeremias,undirected,Kong David,1
Jeremias,undirected,Julemanden,2
Johannes Døberens,undirected,Paulus,3
Esajas,undirected,Inger,1
Ane Marie,undirected,Herren,1
Englen,undirected,Joakim,1
Elisabeth,undirected,Joakim,1
James Bond,undirected,Muhammed,1
Anne,undirected,Moses,1
Grethe,undirected,Moses,1
Moses,undirected,Tom,3
Dorthe,undirected,Lise,2
Christian,undirected,Dorthe,1
Andreas,undirected,David,1
Andreas,undirected,Dorthe,3
Andreas,undirected,Emil,1
Emil,undirected,Lise,1
Johannes,undirected,Tage,7
Johannes Døberen,undirected,Tage,3
Moses,undirected,Romerne,1
Abrahams,undirected,Romerne,1
Abrahams,undirected,Georg Duckwitz,1
Georg Duckwitz,undirected,Peter,1
Davids,undirected,Urias,7
Margrethe,undirected,Peter,2
Niels Bohr,undirected,helle,3
Pave Frans,undirected,Paven,1
Luther,undirected,Paven,12
Joel,undirected,Marie,1
Bill Hybels,undirected,Teresa,6
Martin Luther King,undirected,Teresa,2
Martin,undirected,Rune,1
Jesus,undirected,Rune,1
Ham Jesus,undirected,Joakim,1
Marie,undirected,Wolf,2
Bruce,undirected,Søren Kierkegaards,1
Bruce,undirected,Kierkegaard,3
Bruce,undirected,Søren Kierkegaard,1
Kierkegaard,undirected,Menneskesønnen,1
Jonas,undirected,Kierkegaard,1
Anna,undirected,Paulus,2
Anna,undirected,Grethe,3
Grethe,undirected,Paulus,1
Lise,undirected,Peter,2
Moses,undirected,Sand,1
Ben Hur,undirected,Levi Alfæus,1
Josef,undirected,Stalin,1
Freud,undirected,Stalin,2
Faderen,undirected,Stalin,1
Johannes,undirected,gartneren,3
Esajas,undirected,Lise,1
Hannah,undirected,Lise,1
Eva,undirected,Nietzsche,1
Menneskesønnen,undirected,Noa,1
Magnus Malm,undirected,Rebekka,1
Jesus,undirected,Maggie,5
Darwin,undirected,Pastor Storm,1
Abram,undirected,Jesus,10
Abrahams,undirected,Messias,1
Julie,undirected,Søren Kierkegaard,1
Julie,undirected,Kierkegaard,1
Kierkegaard,undirected,Martin A . Hansen,2
Johannes,undirected,Sonja,2
Anne,undirected,Mads,2
Mads,undirected,Maria,3
Mads,undirected,Paulus,1
Anna,undirected,Mads,1
Anna,undirected,Mack,1
Mack,undirected,Simeon,1
Hans Anker Jørgensen,undirected,Jakobs,1
Hans Anker Jørgensen,undirected,Lea,1
Herodes,undirected,Rakel,3
David,undirected,Rakel,2
Maria,undirected,Mary,4
Mary,undirected,Simon af Kyrene,2
Clint Eastwood,undirected,Maria,1
Clint Eastwood,undirected,Mary,1
Justin Bieber,undirected,Maria,6
Jomfru Maria,undirected,Justin Bieber,2
Paulus,undirected,Steen Skovsgaard,1
Steen,undirected,Steen Skovsgaard,1
Akaz,undirected,Kong Herodes,3
Akaz,undirected,Jesus,8
Akaz,undirected,Ham Jesus,2
Andreas,undirected,Kronos,1
Kongen,undirected,Messias,1
Messias,undirected,Samuel,1
Sonja,undirected,Zakarias,1
Kongen,undirected,Zakarias,2
Lukas,undirected,Rebekka,1
. Andersens,undirected,Kejseren,1
Anna,undirected,Jeremias,1
Jeremias,undirected,Wolf,1
Mozart,undirected,Wolf,1
Gud,undirected,Mozart,2
Andres,undirected,Ham Jesus,1
Abram,undirected,Herren,3
Abel,undirected,Djævelen,3
Kim,undirected,Kristus,1
Kim,undirected,Paulus,3
Johannes Døberen,undirected,Kim,1
Jesus Kristus,undirected,Kim,2
Allah,undirected,Paulus,3
Allah,undirected,Søren Kierkegaard,1
Abrahams,undirected,Adams,2
Bach,undirected,Herren,2
Jesu,undirected,Maria Magdalene,1
Desmond Tutu,undirected,Ole,1
Lars von Triers,undirected,Ole,1
Esajas,undirected,Lars von Triers,1
Desmond Tutu,undirected,Esajas,1
Hanna,undirected,Michael,18
Adam,undirected,Hanna,1
Johannes,undirected,Martin,2
Adam,undirected,Zakarias,1
Adolf Hitler,undirected,Djævelen,1
Martin Luther,undirected,Peters,3
Kain,undirected,Simon Peters,1
Jens,undirected,Mette,1
Dronning Margrethe,undirected,Mette,1
HC Andersen,undirected,Peter,1
Isis,undirected,Jonas,1
Jesu,undirected,Jonas,2
Jobs,undirected,Lukas,3
Josef,undirected,Obama,1
Herren,undirected,Oskar,1
Dietrich Bonhoeffer,undirected,gartneren,1
Ben Hur,undirected,Larsen,1
Davids,undirected,Johannes,4
Antikrist,undirected,Barack Obama,1
Barack Obama,undirected,Satan,1
Obama,undirected,Satan,1
Matthæus,undirected,Obama,1
Davids,undirected,Matthæus,2
Jensen,undirected,Karl Marx,1
Adam,undirected,Karl Marx,1
Lars Løkke,undirected,Marias,1
Brorson,undirected,Matthæus,1
Herren,undirected,Hyrderne,2
Guds,undirected,Hyrderne,1
Guds,undirected,Moses,1
Hyrderne,undirected,Moses,2
Jomfru Maria,undirected,Pilatus,3
James Bond,undirected,Kristus,1
James Bond,undirected,Lazarus,1
Harry,undirected,Lazarus,1
Grundtvig,undirected,Harry,2
Kristus,undirected,Michelangelo,1
Dietrich Bonhoeffer,undirected,Peters,1
Lisbeth Zornig Andersen,undirected,Preben Kok,1
Fanden,undirected,Judas,2
Nikodemus,undirected,Paulus,4
Hans Anker Jørgensen,undirected,Thor,1
Breivik,undirected,Osama Bin Laden,1
Assad,undirected,Breivik,1
Assad,undirected,Eva,1
Isis,undirected,Simon,1
Alfred,undirected,Markus,2
Brorson,undirected,Jeremias,1
David,undirected,Donald Trump,1
Andy,undirected,Donald Trump,1
Andy,undirected,Ham Jesus,1
Ivan,undirected,Paulus,1
Muhammed,undirected,Putin,1
Dan Turell,undirected,Matthæus,1
Bob Dylan,undirected,Pilatus,1
Abraham,undirected,Adams,2
Donald Trump,undirected,Moses,1
Donald Trump,undirected,Lukas,2
Jakobs,undirected,Martin Luther,1
Donald Trump,undirected,Putin,5
Martin,undirected,Putin,1
Maria,undirected,stig,1
Brorson,undirected,HC Andersen,1
Brorson,undirected,Max,1
Adam,undirected,Max,1
Abraham,undirected,Martin Luther,2
Abraham,undirected,Menneskesønnen,1
Antikrist,undirected,Hans Anker Jørgensen,1
Antikrist,undirected,Luther,4
Antikrist,undirected,Martin Luthers,1
Allah,undirected,Osama Bin Laden,1
Allah,undirected,Gustav,1
Gustav,undirected,Osama Bin Laden,1
Gustav,undirected,Obama,1
Gustav,undirected,Moses,1
Martin Luther,undirected,William,1
Assad,undirected,Peter,1
Noa,undirected,skolelæreren,1
Frederik,undirected,Luther,4
Hitler,undirected,Luther,2
Brorsons,undirected,Kong Herodes,1
Salmisten,undirected,Søren Kierkegaard,1
Bach,undirected,Luther,1
Johannes Sløk,undirected,fru Hansen,1
Dorthe,undirected,Johannes Sløk,1
Dorthe,undirected,Johannes,1
Andreas,undirected,Døberen,1
Andreas,undirected,Rabbi,1
Johannes,undirected,Johannes Sløk,1
John,undirected,Josef,1
Josefs,undirected,Paulus,1
Barth,undirected,Paulus,1
Abraham,undirected,Barth,1
Jakob Knudsens,undirected,Lewis,3
CS Lewis,undirected,Jakob Knudsens,1
Jakobs,undirected,Salome,2
Peter,undirected,Salome,1
Englen,undirected,Peter,1
Djævelen,undirected,gartneren,1
Fanden,undirected,Markus,1
Kingo,undirected,Marie,1
Marie,undirected,Peter Jesus,1
Jomfru Maria,undirected,Peter,3
Jomfru Maria,undirected,Peder,2
Jomfru Maria,undirected,Sankt Peter,2
Anna,undirected,Sankt Peter,1
Anna,undirected,Peder,1
Harald,undirected,Paulus,1
Harald,undirected,Jesu,1
Adam,undirected,Salomo,1
Benjamin,undirected,Vismændene,1
Jens,undirected,Søren Kierkegaard,1
Harry,undirected,Peter Plys,1
Bob,undirected,Peter Plys,1
Bob,undirected,Hans Anker Jørgensen,1
Grib,undirected,Jakobs,1
Balthasar,undirected,Kong Herodes,3
Maria Magdalena,undirected,Salome,1
HC Andersen,undirected,Ham Jesus,1
Herodes,undirected,van Gogh,1
Peters,undirected,Siger Jesus,1
Lukas,undirected,Vera,1
Engel,undirected,Maria,3
Engel,undirected,Marias,1
Dan Turell,undirected,John Lennon,1
Balak,undirected,Jesus,5
Balak,undirected,Bileam,13
Mattæus,undirected,Messias,1
Herren,undirected,Mattæus,4
Farao,undirected,Kong Herodes,1
Kingo,undirected,Lukas,1
Anne Sofie Seidelin,undirected,Helligånden,1
Magnus,undirected,Søren Kierkegaards,1
Abel,undirected,Henrik,2
Henrik,undirected,Kain,2
Jakob,undirected,Moren,1
Kristian Ditlev Jensen,undirected,Peter,1
Jan,undirected,Selma Lagerlöf,3
Jan,undirected,Trine,4
Ingemann,undirected,Lazarus,1
Ingemann,undirected,Johannes,1
Bill Hybels,undirected,Obama,1
Dronning Margrethe,undirected,Obama,1
Filip,undirected,Marie,1
Magnus,undirected,Marie,1
Hans Anker Jørgensen,undirected,Magnus,2
Jomfru Maria,undirected,englen Gabriel,3
Esajas,undirected,Julie,2
Julie,undirected,Michael,1
Gabriel,undirected,Michael,6
Michael,undirected,Rafael,3
Rasmus Seebach,undirected,Satan,1
Aron,undirected,Rasmus Seebach,1
Hans Anker Jørgensen,undirected,Martha,2
Maria,undirected,Siger Jesus,3
Johannes Døberens,undirected,Markus,1
Benny Andersen,undirected,John Lennon,1
Adam,undirected,gartneren,2
Marie Magdalene,undirected,gartneren,1
Grosbøll,undirected,Marie Magdalene,1
Lars Sandbeck,undirected,Per Ramsdal,1
Kingo,undirected,Lazarus,1
Abrahams,undirected,Kingo,5
Johannes Vig,undirected,Martin A . Hansen,5
Ida,undirected,Luther,1
Mao,undirected,Mussolini,2
Dronningen,undirected,Henrik,1
Dronningen,undirected,fru Hansen,1
Desmond Tutu,undirected,Jens,1
Robin Williams,undirected,Thomas,1
Johannes,undirected,William,3
Kain,undirected,Kierkegaard,4
Davids,undirected,Noah,1
Frederik,undirected,Jensen,1
Bob,undirected,Jensen,1
Annas,undirected,Lukas,2
Jakob,undirected,Plys,6
Eva,undirected,Simon Peter,1
Markus,undirected,Tom,1
Dronningen,undirected,Lukas,1
Dronningen,undirected,Kristus,1
Emil,undirected,Signe,2
Kain,undirected,Signe,2
Frederik,undirected,Kain,1
Emil,undirected,Solveig,2
Hagens,undirected,Jesus,26
Nathanael,undirected,Simon Peter,2
Adam,undirected,Andreas,1
Adam,undirected,Filip,1
Elof Westergaard,undirected,Grundtvig,1
