Source,Type,Target,Weight
Bertil,undirected,Nils,18
Nils,undirected,Uffe,6
Johanne,undirected,Nils,2
Bertil,undirected,Jesus,3
Jesus,undirected,Rembrandt,27
Adam,undirected,Maria Magdalene,4
Carl,undirected,Stalin,1
Mussolini,undirected,Stalin,2
Hitler,undirected,Mussolini,12
Isak,undirected,Rebekka,10
Johannes,undirected,Niels,8
Johannes,undirected,Signe,7
Møllehave,undirected,Signe,1
Thomas,undirected,van Gogh,1
Herren,undirected,Zakarias,9
Herren,undirected,Lukas,15
Obama,undirected,Samaritanerne,1
Paulus,undirected,Saulus,14
Abrahams,undirected,Saulus,1
Anders Lund Madsen,undirected,Paulus,1
Anders Lund Madsen,undirected,Jesus,7
Alice,undirected,Simon,1
Jakob,undirected,Jonas,3
Jesus,undirected,Lars Busk Sørensen,20
Lars Busk Sørensen,undirected,Martha,1
Inger,undirected,Jens,9
Jens,undirected,Marie,1
Inger,undirected,Marie,1
. Andersens,undirected,Inger,1
Johannes,undirected,Peter den,2
Halfdan Rasmussen,undirected,Halfdan Rasmussens,2
Grundtvig,undirected,Halfdan Rasmussens,1
Digteren,undirected,Maria,2
Batman,undirected,Mary,1
Batman,undirected,Jesus,6
Grundtvig,undirected,Thor,3
Karl Ove,undirected,Karl Ove Knausgaard,7
Barnet,undirected,Karl Ove,1
Andrea,undirected,Mathias,1
Mathias,undirected,Rebekka,1
Emma,undirected,Rebekka,1
Emma,undirected,Rasmus,1
Maria,undirected,Rasmus,1
Fader,undirected,Selma Lagerlöf,1
Grundtvig,undirected,Joe,1
Johannes,undirected,Simon Peter,19
Kierkegaard,undirected,Kristus,6
Jesus,undirected,Poppo,4
Harald,undirected,Poppo,7
Harald,undirected,Hvide Krist,1
Hvide Krist,undirected,Thor,1
Odin,undirected,munken,1
Hvide Krist,undirected,munken,1
Harald Blåtand,undirected,Hvide Krist,1
Harald,undirected,Harald Blåtand,8
Harald Blåtand,undirected,Jesus Kristus,1
Harald Blåtand,undirected,Karen Blixen,1
Jesus,undirected,Zacharias,7
Herren,undirected,Søren Kierkegaard,5
Pontius Pilatus,undirected,Søren Kierkegaard,1
Arthur,undirected,Johannes,1
Luther,undirected,Søren,3
Karen,undirected,Kristus,1
Karen,undirected,Piet Hein,3
Eva,undirected,Moses,7
Jesus,undirected,Lars Løkke,12
Christian,undirected,Paulus,3
Jesus,undirected,kejserens,21
Lars Lilholt,undirected,van Gogh,1
Johannes Døberens,undirected,Messias,2
Hanne,undirected,Jørgensen,2
Jakob Knudsen,undirected,Jørgensen,1
Holger,undirected,Jakob Knudsen,1
Holger,undirected,John,1
John,undirected,Markus,1
Donald Trump,undirected,Svend Brinkmann,1
Donald Trump,undirected,Paulus,5
Abraham,undirected,Herren,20
Abrahams,undirected,Lukas,10
Esajas,undirected,Jean Valjean,1
Hanne,undirected,Malthe,2
Dæmoner,undirected,Hanne,1
Jesus,undirected,Malthe,9
Inger,undirected,Jesus,16
Martin Luther,undirected,Martin Luthers,5
Martin Luther King,undirected,Martin Luthers,1
Martin Luther,undirected,Martin Luther King,5
Jesus Kristus,undirected,Martin Luther King,1
Esajas,undirected,Messias,9
Johannes Døberen,undirected,Messias,6
Aron,undirected,Odin,1
Peters,undirected,Sankt Peter,1
Peter,undirected,Sankt Peter,20
Johannes Døberen,undirected,Sankt Peter,3
Johannes Døberens,undirected,Peter,1
Herodes,undirected,Peter,5
Johannes Døberen,undirected,Peter,6
Hitler,undirected,Osama Bin Laden,8
Adolf Hitler,undirected,Osama Bin Laden,2
Jesus Kristus,undirected,Sokrates,2
Muhammed,undirected,Sokrates,3
Jesus Kristus,undirected,Muhammed,3
Englene,undirected,Kong Herodes,1
Kirkefaderen Augustin,undirected,Kristus,4
Kirkefaderen Augustin,undirected,Oskar,1
Kirkefaderen Augustin,undirected,Kronos,1
Jesus,undirected,Kronos,12
Jakob Knudsens,undirected,Jesus,6
Jakob Knudsens,undirected,Jesus Kristus,2
Jesus,undirected,Johannes Vig,9
Johannes Vig,undirected,Satan,5
Satan,undirected,Simon,5
Jeremias,undirected,Simon Peters,1
Johannes,undirected,Kirkefaderen Augustin,1
Holger,undirected,Kirkefaderen Augustin,1
Moses,undirected,Muhammed,8
Muhammed,undirected,Platon,2
Aristoteles,undirected,Platon,7
Lazarus,undirected,Moses,21
Lazarus,undirected,Lindhardt,1
Djævelen,undirected,Osama Bin Laden,1
Osama Bin Laden,undirected,Paulus,2
Kristus,undirected,Rembrandt,1
Hannah Arendt,undirected,Kristus,1
David,undirected,Nathan,25
David,undirected,Michelangelo,2
Adam,undirected,Lisa,1
Lisa,undirected,van Gogh,2
Adam,undirected,van Gogh,1
Platon,undirected,Sokrates,3
Aristoteles,undirected,Kristus,2
Jesus,undirected,skolelæreren,12
Adam,undirected,skolelæreren,1
Peters,undirected,Robert,1
Anders Breivik,undirected,Kain,1
. Andersens,undirected,Jesus,13
Eva,undirected,Martin,3
Martin,undirected,Michael,1
Kristus,undirected,Michael,4
Lance Armstrong,undirected,Stein Bagger,1
Jobs,undirected,Stein Bagger,1
Grundtvig,undirected,kongers,3
Søren Kierkegaard,undirected,kongers,1
Elias,undirected,Michael,2
Elias,undirected,Levi,2
Ham Jesus,undirected,Levi,2
Jesus,undirected,Salmisten,13
Ingemann,undirected,Salmisten,2
Levi,undirected,Salmisten,2
Assad,undirected,Jesus,5
Assad,undirected,Kristus,1
Hannah Arendt,undirected,Luther,2
John,undirected,Lars Løkke,1
Barack Obama,undirected,Lars Løkke,2
Barack Obama,undirected,Eva,1
Kain,undirected,Paulus,6
Augustin,undirected,Kirkefaderen Augustin,6
Augustin,undirected,Matthæus,1
Davids,undirected,Kristi,2
Josef,undirected,Menneskesønnen,1
Hitler,undirected,Mao,2
Hitler,undirected,Stein Bagger,1
Moses,undirected,Stein Bagger,1
Moses,undirected,Saul,1
Samuel,undirected,Saul,11
Jesus,undirected,Saul,24
Don Camillo,undirected,Søren Kierkegaard,1
Donald Trump,undirected,Maria,4
Maria,undirected,Søren Kierkegaard,5
Kingo,undirected,Søren Kierkegaard,1
Jesus,undirected,Joshua Bell,15
Kong Midas,undirected,Maria,1
Kong Midas,undirected,Lance Armstrong,1
Kong Midas,undirected,Kristus,2
Jesus Kristus,undirected,Magnus,1
Lars,undirected,Robert,1
Grundtvig,undirected,Ingemann,7
Kong Midas,undirected,Timotheus,4
Jesus Kristus,undirected,Kong Midas,1
Frank Jæger,undirected,Kristus,1
Grundtvig,undirected,Søren Kierkegaard,7
Anders Breivik,undirected,Hitler,4
Anders Breivik,undirected,Herren,2
Assad,undirected,Omar,1
Assad,undirected,Muhammed,1
Elias,undirected,Johannes Døberen,20
Jonas,undirected,Peters,3
Peters,undirected,Sebastian,1
Martin,undirected,Peter,2
Jesus Kristus,undirected,Martin,2
Felix,undirected,Villads,3
Felix,undirected,Simeon,1
Anna,undirected,Lisbeth Smedegaard Andersen,1
Johannes,undirected,Noah,1
Grib,undirected,Jesus,10
Grib,undirected,Johanne,1
Johanne,undirected,Lars,1
Mark Twain,undirected,Søren Kierkegaard,1
Abraham,undirected,Søren Kierkegaard,3
Hans Anker Jørgensen,undirected,Marie,3
Lance Armstrong,undirected,Laurentius,1
Laurentius,undirected,Pave Frans,2
Lance Armstrong,undirected,Maria,1
Barack Obama,undirected,Hans Anker Jørgensen,2
Lars Løkke,undirected,Putin,1
Jacob,undirected,Lars Løkke,1
Benjamin,undirected,Jacob,1
Benjamin,undirected,David,1
David,undirected,Pave Frans,1
Assad,undirected,Pave Frans,1
Assad,undirected,Stefan,1
Hans Anker Jørgensen,undirected,Stefan,1
Josef,undirected,Søren Kierkegaard,1
Kierkegaard,undirected,Møller,1
Jesus,undirected,Møller,9
Kirkefaderen Augustin,undirected,Martin Luther,1
Gud,undirected,Jonas,9
James Bond,undirected,Jonas,8
Jonas,undirected,Lars von Triers,1
Lars von Triers,undirected,Nelson Mandela,1
Jonas,undirected,Nelson Mandela,1
Jonas,undirected,Martin Luther,3
Frank Jæger,undirected,Martha,1
Frank Jæger,undirected,Lazarus,1
Lazarus,undirected,Muhammed,1
Barack Obama,undirected,Muhammed,1
Anders,undirected,Barack Obama,1
Jesus Kristus,undirected,helle,2
Esajas,undirected,Kirkefaderen Augustin,2
Esajas,undirected,Jobs,2
Anker Jørgensen,undirected,Jesus Kristus,1
Markus,undirected,Simon,10
Nietzsche,undirected,Søren Kierkegaard,2
Albert Einstein,undirected,Nietzsche,1
Maria,undirected,Martin Luther,10
Mariæ,undirected,Martin Luther,1
Gud,undirected,Marias,1
Donald Trump,undirected,Lance Armstrong,2
Donald Trump,undirected,Søren Kierkegaard,1
Kristus,undirected,Nelson Mandela,2
Johannes Døberen,undirected,Vinci,1
Johannes Døberen,undirected,Storm,1
Johannes Døberens,undirected,Storm,1
Kristus,undirected,Sisyfos,1
Martin,undirected,Thomas,1
Johannes Døberens,undirected,Martin,1
Maria,undirected,Salomon,1
Kirkefaderen Augustin,undirected,Salomon,1
Kirkefaderen Augustin,undirected,Platon,1
Jesus,undirected,Platon,3
Albert Einstein,undirected,Josef,1
Herodes,undirected,Nelson Mandela,1
Kierkegaard,undirected,Nelson Mandela,1
Albert Einstein,undirected,Kristus,1
Mika,undirected,Sam,4
Anders And,undirected,Mika,1
Anders And,undirected,Pinocchio,1
Jesper,undirected,Pinocchio,1
Jesper,undirected,Walt,1
Lukas,undirected,Walt,1
Peter Jesus,undirected,Simon,1
Djævelen,undirected,Stalin,3
Anders Breivik,undirected,Marie,1
Albert Einstein,undirected,Jonathan,1
Albert Einstein,undirected,Moren,1
Bo,undirected,Moren,1
Bo,undirected,Jonathan,1
Martha,undirected,Martin,1
Maria,undirected,Martin,3
Levi,undirected,Tolderne,3
Andreas,undirected,Johannes Døberen,5
Jean Valjean,undirected,Karl Marx,1
Jesus,undirected,Karl Marx,19
Dante,undirected,Jesus,2
Donald Trump,undirected,Kristus,1
Clinton,undirected,Donald Trump,6
Clinton,undirected,Jesus,8
Lot,undirected,Noa,9
Lot,undirected,Menneskesønnen,2
Djævelen,undirected,Johannes,5
Djævelen,undirected,Judas,5
Judas,undirected,Simon,15
Herodes,undirected,Sokrates,1
Paulus,undirected,Sokrates,2
Hitler,undirected,Paulus,2
Haugen Sørensen,undirected,Jesus,8
Frans af Assisi,undirected,Martin A . Hansen,1
Judas,undirected,Kristus,6
Jakob Knudsens,undirected,helle,1
Guds,undirected,Jakob Knudsens,1
Jan Kjærstad,undirected,Jan Kjærstads,2
Jan Kjærstad,undirected,Stefanus,1
Jan Kjærstads,undirected,Stefanus,2
Mattæus,undirected,Stefanus,1
Henrik,undirected,Per,9
Esajas,undirected,Per,1
Eigil,undirected,Marie,1
Digteren Søren Ulrik Thomsen,undirected,Lars von Triers,1
Jesper,undirected,Johannes V . Jensen,1
Hitler,undirected,Karl Ove Knausgaard,4
Jesus,undirected,Silas,10
Astrid,undirected,Silas,1
Astrid,undirected,Lukas,1
Adam,undirected,Enken,1
Enken,undirected,Jobs,2
Herren,undirected,Jobs,9
Amos,undirected,Paulus,4
Poul,undirected,Sofie,1
Paulus,undirected,Sofie,3
Jomfru Maria,undirected,Lisbeth Smedegaard Andersen,2
Lisbeth Smedegaard Andersen,undirected,Paulus,2
Benny Andersen,undirected,Lisbeth Smedegaard Andersen,3
Digteren,undirected,Lisbeth Smedegaard Andersen,1
Benny Andersens,undirected,Digteren,2
Digteren,undirected,Jesus,13
Kristus,undirected,Markus,11
Kristus,undirected,Villy Sørensen,2
Salmisten,undirected,Villy Sørensen,1
Herren,undirected,Salmisten,5
Johannes,undirected,Thomas Kingo,1
Hitlers,undirected,Søren Ulrik Thomsen,2
Djævelen,undirected,Søren Ulrik Thomsen,4
Kong Herodes,undirected,Salome,2
Johannes,undirected,Salome,4
Grundtvigs,undirected,Herren,2
Benjamin,undirected,Peter Jesus,1
Benjamin,undirected,Peter,1
Jesus Kristus,undirected,Peters,4
Johannes,undirected,Menneskesønnen,7
Markus,undirected,Salome,6
Holger Lissner,undirected,Kristus,2
Frederik,undirected,Josefine,2
Ham Jesus,undirected,Josefine,1
Ham Jesus,undirected,Job,1
Job,undirected,Mattæus,1
Kristus,undirected,Lone,1
Esajas,undirected,Lone,1
Augustin,undirected,Grundtvigs,1
Lisbeth Smedegaard Andersen,undirected,Stefanus,2
Maria,undirected,Stefanus,2
Josef,undirected,Stefanus,6
Ham Jesus,undirected,Stefanus,3
Maria,undirected,Siri Hustvedt,2
Josef,undirected,Siri Hustvedt,1
Edmund,undirected,Jesus,6
Andersen,undirected,Astrid Lindgren,1
Andersen,undirected,Moses,2
Jakob,undirected,Malthe,1
Daniel,undirected,Simon,2
Enken,undirected,Paulus,5
Job,undirected,Paulus,4
Farisæerne,undirected,kejserens,1
Ingemann,undirected,Paulus,1
Abraham,undirected,Ingemann,1
Johannes,undirected,Svend Brinkmann,3
Johannes,undirected,Marie Magdalene,3
Marie,undirected,Peter,3
Marie,undirected,Marie Magdalene,5
Grundtvig,undirected,Marie,14
Niels,undirected,Satan,1
Niels,undirected,Simon Peter,1
Larsen,undirected,Simon Peter,1
Hans Anker Jørgensen,undirected,Simon Peter,1
Matthæus,undirected,Thomas,4
Jakob,undirected,Matthæus,8
Karl Ove Knausgaard,undirected,Mika,1
Fru Zebedæus,undirected,Karl Ove Knausgaard,1
Jesus,undirected,Profeten,22
Paulus,undirected,Profeten,3
Bastian,undirected,Jesus,3
Abrahams,undirected,Jacob,2
Jacob,undirected,Martin Luther,1
Jacob,undirected,Luther,1
Jacob,undirected,Paulus,2
Jakob,undirected,Nathanael,5
Michelangelo,undirected,Peters,3
Adam,undirected,Dorthe,1
Dorthe,undirected,Steen,3
Michelangelo,undirected,Steen,1
Adams,undirected,Michelangelo,1
Jesus,undirected,Thor,22
Theodor,undirected,Thor,1
Adam,undirected,Michael,2
Eva,undirected,Michael,2
Djævelen,undirected,Satan,19
Djævelen,undirected,Michael,1
Djævelen,undirected,Kristus,12
Kristus,undirected,Putin,1
Ham Jesus,undirected,Zakarias,2
Eva,undirected,Fanden,2
Djævelen,undirected,Hitler,6
Djævelen,undirected,Menneskesønnen,1
Menneskesønnen,undirected,Peter Madsen,4
Djævelen,undirected,Peter Madsen,2
Desmond Tutu,undirected,Peter,3
Lars,undirected,Peter,2
Desmond Tutu,undirected,Lars,1
Jens,undirected,Thomas,4
Barnet,undirected,Thomas,1
Bang,undirected,Barnet,1
Jens Rosendal,undirected,Thomas,1
Hitler,undirected,Isis,2
Hitler,undirected,Kristus,1
Lazarus,undirected,Vincent Van Gogh,1
Jesus,undirected,Sigurd,10
Sigurd,undirected,Villads,1
Herren,undirected,Satan,6
John Lennon,undirected,Kirsten,1
Jesus,undirected,Kirsten,12
Jesus,undirected,John Lennon,11
H.C . Andersen,undirected,Stefanus,2
Anders,undirected,Eske Willerslev,1
Eske Willerslev,undirected,Jesus,11
Daniel,undirected,Johanne,1
Johanne,undirected,Lisbeth,1
Lisbeth,undirected,Martin A . Hansen,1
Kristus,undirected,Martin A . Hansen,4
Johansen,undirected,Kristus,1
Maria Magdalene,undirected,Per Ramsdal,2
Benny Andersen,undirected,Maria,2
Bjarne,undirected,Jesus,13
Ingrid Betancourt,undirected,Jesus,4
Astrid Lindgrens,undirected,Mattias,1
Anna,undirected,Mattias,15
Anna,undirected,Astrid Lindgrens,1
Hyrden,undirected,Jesus Kristus,2
Benny Andersen,undirected,Frederik,1
Christian,undirected,Frederik,5
Frederik,undirected,Thor,1
Abbé Pierre,undirected,Jesus,6
Klaus,undirected,Søren,2
Gunnar,undirected,Klaus,2
Gunnar,undirected,Knud,2
Peter,undirected,Søren,3
Lars,undirected,Søren,3
Christian,undirected,Lars,2
Christian,undirected,Leonard Cohen,2
Faderen,undirected,Leonard Cohen,4
Maria Magdalenes,undirected,Matthæus,1
Johannes,undirected,Maria Magdalenes,1
Jesper,undirected,Jesus,7
Jesper,undirected,Kim Larsen,1
Andres,undirected,Paulus,1
Andres,undirected,Tove Ditlevsen,1
Herren,undirected,Josefine,2
Jesus,undirected,Josefine,19
Benny Andersens,undirected,Ham Jesus,1
Jakobs,undirected,Kristus,3
Kingo,undirected,Storm,1
Storm,undirected,Søren Brun,1
Søren Brun,undirected,Thomas,3
Kingo,undirected,Søren Brun,1
Niels,undirected,Poul,1
Luther,undirected,Niels,1
Faderen,undirected,Klaus,1
Ane Marie,undirected,Faderen,1
Ane Marie,undirected,Kingo,1
Djævelen,undirected,Fanden,5
Dan,undirected,Maria Magdalene,6
Grundtvig,undirected,Peters,2
Anne,undirected,Ingrid,1
Halfdan Rasmussens,undirected,Moses,1
Herren,undirected,Kain,7
Dorthe,undirected,Jens,1
Dorthe,undirected,Jakob,1
Herren,undirected,Saulus,1
Johan,undirected,Paven,2
Jesus,undirected,Sankt Peder,1
Sigurd,undirected,Sigurd Barrett,7
Eva,undirected,Sigurd,2
Jesus,undirected,Sigurd Barrett,6
Desmond Tutu,undirected,Gandhi,1
David,undirected,Urias,98
Døberen,undirected,Esajas,9
Johannes,undirected,Trine,3
Jesper,undirected,Trine,1
Jesper,undirected,Johan,1
Johan,undirected,Trine,1
Jesus,undirected,Trine,7
Charlotte Rørth,undirected,Maria,1
Adam,undirected,Brorson,2
Profeten Esajas,undirected,Storm P,1
Josefs,undirected,Storm P,1
Hans Anker Jørgensen,undirected,Josefs,1
Hans Anker Jørgensen,undirected,Lindhardt,1
Esajas,undirected,Lindhardt,1
Ingemann,undirected,Zakarias,2
HC Andersen,undirected,Ingemann,3
Nuser,undirected,Søren Kierkegaard,2
Jeremias,undirected,Mika,1
Jonas,undirected,Zakarias,2
Birger,undirected,Jesus,7
Grundtvigs,undirected,Simon Kvamm,3
Preben Kok,undirected,Simon Kvamm,1
Davids,undirected,Niels Bohr,1
Stefan,undirected,Søren,1
Dietrich Bonhoeffer,undirected,Stefan,2
Jens,undirected,Mads,2
Johannes,undirected,Mads,3
Frans af Assisi,undirected,Markus,1
Frans,undirected,Frans af Assisi,9
Herren,undirected,Kaj Munk,2
Frank Jæger,undirected,Herren,2
Maria,undirected,William,1
Benny,undirected,William,1
Benny,undirected,Magnus,1
Emma,undirected,Magnus,1
Emma,undirected,Sara,1
Rasmus,undirected,Sara,1
Hanne,undirected,Rasmus,1
Hanne,undirected,Johanne,1
Johanne,undirected,Mathilde,1
Adam,undirected,Mathilde,1
Maria Magdalene,undirected,Søren Ulrik Thomsen,1
Palle,undirected,Stefanus,3
Andersen,undirected,Kristus,4
Dietrich Bonhoeffer,undirected,Ham Jesus,1
Johannes V . Jensen,undirected,Sophus,1
Jesus,undirected,Sophus,1
Hannah Arendt,undirected,Johannes Møllehave,1
Jesus Kristus,undirected,Johannes Møllehave,3
Jesu,undirected,Paulus,9
Astrid Lindgrens,undirected,Mika,2
Astrid Lindgrens,undirected,Ronja,4
Ronja,undirected,Tornerose,2
Kristus,undirected,Tornerose,2
HC Andersen,undirected,Johannes,2
Andersen,undirected,Kay,2
Gerda,undirected,Kay,44
HC Andersen,undirected,Menneskesønnen,1
HC Andersen,undirected,Kay,4
Herren,undirected,Karen Blixen,1
Herren,undirected,Josva,1
Josva,undirected,Maria,1
Maria Magdalenes,undirected,Peter,1
Gud,undirected,Lazarus,4
Lukas,undirected,Nathanael,1
Henrik,undirected,Markus,1
Karen Blixen,undirected,Markus,1
. Andersens,undirected,HC Andersen,9
Kejseren,undirected,Selma Lagerlöf,1
Jan,undirected,Kejseren,1
Jan,undirected,Karl,1
Erik,undirected,Karl,1
Erik,undirected,Jan,3
Kristus,undirected,Samaritaneren,2
Englene,undirected,Herren,5
Grethe,undirected,Janus,1
Janus,undirected,Jesus,5
Hans Anker Jørgensen,undirected,Hansen,2
Niels,undirected,Villy Sørensen,2
Søren Ulrik Thomsen,undirected,Villy Sørensen,2
Adam,undirected,Martha,2
Christian,undirected,Simon,1
Josef,undirected,Sand,4
Peters,undirected,Simon Peter,12
Bent Falk,undirected,Hans Anker Jørgensen,4
Herren,undirected,Noa,4
Herodes,undirected,Herren,9
Englen,undirected,Eva,1
Kristus,undirected,Peters,9
Kristus,undirected,Thor,1
Martin A . Hansen,undirected,Odin,2
Dan Turell,undirected,Digteren,1
Dan Turell,undirected,Engel,2
Dan Turell,undirected,Poul,2
Dan Turell,undirected,Jesus,18
Anton,undirected,Jesus,9
Anton,undirected,Jonathan,1
Jeppe,undirected,Satan,1
Judas,undirected,Jørgensen,1
Dostojevskijs,undirected,Siger Jesus,1
Arne Haugen Sørensen,undirected,Søren,1
Anders Breivik,undirected,Siger Jesus,1
Bjarne,undirected,Søren,1
Grundtvig,undirected,Peter,23
Johannes Vig,undirected,Simon Peter,1
Hitlers,undirected,Karl Ove,1
Hansen,undirected,Niels Hausgaard,1
Bodil Jørgensen,undirected,Digteren,1
Augustus,undirected,Kejseren,2
Josef,undirected,Kejseren,4
Herodes,undirected,Kvirinius,5
Jesu,undirected,Johannes,17
Alexander,undirected,Benny Andersen,1
Alexander,undirected,Cæsar,1
Cæsar,undirected,Mozart,1
Darwin,undirected,Rembrandt,1
Darwin,undirected,Vinci,1
Sara,undirected,Vinci,1
Grundtvig,undirected,Zakarias,4
Grundtvig,undirected,HC Andersen,4
Herren,undirected,Isak,2
Søren,undirected,Søren Kierkegaard,5
Adolf Eichmann,undirected,Hannah Arendt,10
Adolf Eichmann,undirected,Eichmann,5
Eichmann,undirected,Hannah Arendt,13
Adolf Eichmann,undirected,Jesus,2
Adam,undirected,Ida,4
Adam,undirected,Jens Rosendal,2
Grundtvig,undirected,Martin Luther King,1
Herren,undirected,Salomo,2
Jens Rosendal,undirected,Salomo,1
Josef,undirected,Pilatus,2
Dronningen,undirected,Peter,3
Hans Anker Jørgensen,undirected,Per,2
Judas,undirected,Klaus,1
Judas,undirected,Simon Peter,9
Simon Peter,undirected,Thomas,3
Hans Anker Jørgensen,undirected,Thomas,3
Hans Anker Jørgensen,undirected,Martin A . Hansen,1
Faderen,undirected,Martin A . Hansen,3
Christian,undirected,Johannes,7
Christian,undirected,Kristus,2
Lars,undirected,Pastor Storm,3
Pastor Storm,undirected,Storm P,1
Dostojevskij,undirected,Ham Jesus,1
Adam,undirected,Jeremias,3
Aron,undirected,Solveig,26
Mie,undirected,Solveig,2
Johannes Døberen,undirected,Solveig,1
Aron,undirected,Johannes,2
Paulus,undirected,Solveig,1
Kirsten,undirected,Levi,2
Karl Marx,undirected,Nietzsche,4
Grace,undirected,John,6
Iben Krogsdal,undirected,Per,1
Donald Trump,undirected,Leonard Cohen,1
Leonard Cohen,undirected,Martin Luther King,1
Leonard Cohen,undirected,Steffen Brandt,1
Mariæ,undirected,Sara,2
Jan Lindhardt,undirected,Maria,1
Ham Jesus,undirected,Peter Bastian,1
Johannes Døberen,undirected,Menneskesønnen,2
Ham Jesus,undirected,Lazarus,4
David,undirected,Saul,17
Elisa,undirected,Saul,1
Salomo,undirected,Zakarias,2
David,undirected,Natan,25
Abraham,undirected,Natan,1
Isak,undirected,Zakarias,1
David,undirected,Zakarias,3
Jesus Kristus,undirected,Poul,2
David,undirected,Hans Anker Jørgensen,2
David,undirected,Esajas,12
Davids,undirected,Esajas,10
Hans Anker Jørgensen,undirected,Menneskesønnen,1
Menneskesønnen,undirected,Paulus,6
Kristus,undirected,Menneskesønnen,5
